input_1	Gold	Pred	Gold_Label	Predicted_Label
I got a new dog recently, he is the best. I am so thankful for him!	22	17	joyful	grateful
maybe you should call pest control?	37	37	suggesting	suggesting
My boyfriend of five years and I broke up. I don't know what to do with my life.	23	23	lonely	lonely
I was looking for quotes for car insurance. I was astonished how high the rates were.	29	5	surprised	apprehensive
I got a call about job with a good company that is in my line of work.	19	19	hopeful	hopeful
i am not much of a horticulturist but it makes sense that it could be over-saturated.	40	40	neutral	neutral
I found out that I'm getting a bonus for having the top rating in my district!	26	26	proud	proud
I came in the room on mother's day. I expected a couple of gifts not balloons, tons of gifts and flowers. The gifts were so heartfelt too.	29	29	surprised	surprised
i hope you are ok, what happened?	38	38	questioning	questioning
Sometimes at night I wake up and eat extremely unhealthy food. I put peanut butter and Nutella on chocolate chip cookies.	18	6	guilty	ashamed
My husband was able to get his promotion at work and I felt so glad for him. He had been working so hard every day to get recognized there.	26	26	proud	proud
I was doing the dishes. A huge roach crawled out from underneath the dish washer. I almost threw up in my mouth.	12	12	disgusted	disgusted
I was trying to plan my wedding by getting a caterer, and they kept blowing us off over and over again.	16	11	furious	disappointed
sometimes it takes work to hold that awareness, but i can see it in you!	40	32	neutral	agreeing
I work for a company and we just found out the the person who works in our accounting department has been stealing money from us for years. It is revolting.	12	16	disgusted	furious
I was walking to the park, I was wearing flip flops, I tripped over a log and smashed my toe.	1	13	angry	embarrassed
i find it very satisfactory to clean and vacuum :) i bet it will smell so good	34	34	encouraging	encouraging
I found letters that my wife wrote me when we first dating. They gave me all of the feels.	28	28	sentimental	sentimental
i'm sorry that that happened.	36	36	sympathizing	sympathizing
my best friend is moving to another town and i dont know when i will get to see her again.	27	27	sad	sad
how do you feel about it?	38	38	questioning	questioning
On my way to work, a goose stole my toupee. We just hired a new secretary, Christy, and I need my hairpiece in order to impress her. I am so furious with that goose, I could wring its neck.	1	2	angry	annoyed
Cousin carelessy broke my hammock	16	1	furious	angry
i hope he gets that taken care of!	35	35	consoling	consoling
My sister surprised me with a visit the other week! She knew I was feeling down and drove hours to spend time with me.	7	29	caring	surprised
yes i am going to one restaurant for survey is very guilty	18	18	guilty	guilty
I went to school with a girl who was very timid. She sat in the back of class and never talked to anyone. She invited everyone to see her band, and she turned out to be a guitar prodigy!	20	20	impressed	impressed
sorry buddy.. hopefully she is at a better place	35	36	consoling	sympathizing
I was annoyed when my wife left me	2	1	annoyed	angry
Once gave the wrong package to somebody	18	18	guilty	guilty
I felt bad when I cheated on my diet. I found out I gained 2 pounds this past week!	6	18	ashamed	guilty
I was woken - again - at 3:45am by my elephantine upstairs neighbor, who was apparently getting ready for work. I uttered a few choice words, I can tell you!	1	30	angry	terrified
I tried so hard for that exam, when i found out i got first! it was overwhelming!	14	10	excited	devastated
I came home today and my roommate was cooking dinner, all i had to do was fix my plate. It was so nice.	17	9	grateful	content
I heard about a mom who lost all of her 3 kids in a fire. I couldn't imagine using my whole life in basically one night.	28	10	sentimental	devastated
I was upset that my daughter total the car in the accident. She said that she was not responsible for the accident.	16	16	furious	furious
i guess that happens sometimes, did you finish the game	40	35	neutral	consoling
I got into a car crash when i was younger. A person T-boned my car when they failed to yield. I can still remember the squealing tires, and the sound of glass breaking.	30	30	terrified	terrified
I had an interview for a job a while back, one that I really wanted to get.  It felt like it went well, but all I could do was wait.	19	5	hopeful	apprehensive
I was supposed to meet my Aunt to give her keys to babysit this weekend, but she isn't answering her phone.	4	2	anxious	annoyed
I left my dog alone in the house when I went to get the mail. While I was gone she got in the cat box and ate the cat poop, super gross.	12	12	disgusted	disgusted
When I bought my new car, I couldn't believe how smooth the ride was. I thought it would be much rougher.	20	5	impressed	apprehensive
I've got all of my bags packed, passport ready, and i'm not even leaving for vacation until next week.	25	25	prepared	prepared
i bet it does bud, i know the feeling.	32	32	agreeing	agreeing
My wife is out of the country for school.  She was having a really bad day the other day and I couldn't really do anything to help.	27	7	sad	caring
I was hoping to go on vacation this summer but could not get the time off.	11	11	disappointed	disappointed
I was partially raised by my grandparents and my grandmother recently passed away. She had a good long life though.	27	17	sad	grateful
oh that is great!	33	33	acknowledging	acknowledging
i wish you the very best on that my friend	39	39	Wishing	Wishing
i know the feeling.	32	32	agreeing	agreeing
I felt sick and sorry when i lied to my girlfriend about kissing another girl. I feel evil	6	18	ashamed	guilty
do you have any hobbies that may help you to meet people?	38	38	questioning	questioning
Started putting money into savings account	25	8	prepared	confident
My girlfriend went on a trip with her friends, and left me alone at home.	23	23	lonely	lonely
i am so sorry to hear about riley, i know he was an important part of the family.	32	36	agreeing	sympathizing
