input	Gold	Pred	Gold_Label	Predicted_Label
I spent all weekend by myself, wish I was closer to my family.	23	23	lonely	lonely
My son is starting back to college in a few days. This made me think back to when he was smaller and	24	24	nostalgic	nostalgic
I cosigned a loan with my son, expecting he would make the payments and he has let me down by being	11	11	disappointed	disappointed
My family is coming to town soon and the house is clean	25	9	prepared	content
I'm starting a new position at my job very soon. I'm really looking forward to it!	3	3	anticipating	anticipating
When I make my world famous chicken and rice, I like to cut up all the ingredients into small contai	25	25	prepared	prepared
I am grateful for my parents who helped me along the way when buying my first house. They helped wit	17	17	grateful	grateful
oh i'm sorry, i hope you get the help that you need.	36	36	sympathizing	sympathizing
My little girl loves to wake up at night and ask for chocolate milk. What she doesn't know is I give	7	7	caring	caring
me too.	32	32	agreeing	agreeing
When I first got my driver's license, I was so scared of getting into an accident.	5	30	apprehensive	terrified
I started thinking about the last time I hung out with a group of friends before moving away.	24	23	nostalgic	lonely
some guys shot my neighbour and ran into the woods	1	30	angry	terrified
We have been talking about trying a new restaurant that just opened a few months ago. I had been hol	5	3	apprehensive	anticipating
A big wind storm blew through my town and knocked over trees. I looked outside and saw one of the t	0	10	afraid	devastated
i hope your pants covered them at least.	35	35	consoling	consoling
do you try to find ways to fill your time while you're waiting?	38	38	questioning	questioning
It was my birthday today! I came home from work to find a big pink cake and flowers from my husband!	10	29	devastated	surprised
I feel very upset about the treatment that some people can have with their pets, this is not good,	16	27	furious	sad
yes i know, good memories do help.	32	32	agreeing	agreeing
My husband usually gets a large bonus each year in the month of August or September. They aren't gua	19	29	hopeful	surprised
My family was on a road trip earlier this week and had to stop at a gas station to use the bathroom.	12	12	disgusted	disgusted
i hope you get that call soon!	35	34	consoling	encouraging
so, how did you now do it	40	38	neutral	questioning
content: happy with my daily routine	9	9	content	content
Having a baby caused me to have a more optimistic view on life.	14	19	excited	hopeful
i can tell you it does get better and you are not alone.	35	32	consoling	agreeing
i bet your anxious about what the next chapter will be.	34	3	encouraging	anticipating
My Mother had called to set up a time to meet for lunch. When the time came she couldn't make it be	27	11	sad	disappointed
I decided to go on a soda fast for two days so that I could spend some time praying for my husband a	15	15	faithful	faithful
i know you deserve better	32	32	agreeing	agreeing
i'm sorry you were feeling down	36	36	sympathizing	sympathizing
I am mesmerized by the beauty of this world	20	9	impressed	content
I have a bunch of records that belong to my father before he passed away. Sometimes I put them on an	28	28	sentimental	sentimental
My friend got with a girl I liked. It sucks	21	21	jealous	jealous
I have a coworker that will not stop talking. He mostly talks about himself.	2	2	annoyed	annoyed
Once, I had plans to meet up with an old flame. I got to the spot and spotted her from across the ro	21	25	jealous	prepared
When I was a kid, my granpa bought me a dog. The dog was supposed to be a hunting dog, and he didn't	10	11	devastated	disappointed
My youngest daughter is being potty trained. Yesterday she decided she didn't want to be called a b	26	26	proud	proud
is this your first child?	38	38	questioning	questioning
ok, at least it was the right kind of cake you liked.	40	40	neutral	neutral
going near hights really makes me scared, i cannot go on reoller coasters because im afraid of heigh	0	30	afraid	terrified
I was walking around my mansion at night one cold day in October. I then heard spooky sounds, and sa	0	30	afraid	terrified
Having to give a presentation in front of the entire class	4	4	anxious	anxious
oh, i see!	33	33	acknowledging	acknowledging
I wish I never did it now	6	40	ashamed	neutral
My husband usually gets a large bonus each year around this time, but there's no guarantee. It's har	4	19	anxious	hopeful
I went to a family reunion at my grandparents' house, which I hadn't been to in many years. I visit	28	24	sentimental	nostalgic
I just graduated from college! I feel so accomplished.	26	26	proud	proud
It was raining hard one night and the power shut off.	30	0	terrified	afraid
that sounds like heaven to me as well	33	33	acknowledging	acknowledging
I felt that the future looked bright after I found my first job	19	19	hopeful	hopeful
When people honk in traffic	1	2	angry	annoyed
I went on a road trip to Utah a few months ago by myself and missed my friends	23	23	lonely	lonely
I feel ready to take on this school year and pass with flying colors!	8	8	confident	confident
I am sad that I won't get to see the movie I want to see	27	11	sad	disappointed
I stole a Pokemon card from a friend when I was young. I feel guilty still.	18	18	guilty	guilty
Watching kids makes me remember the good old days	28	24	sentimental	nostalgic
I had a dream about my friends from high school the other night. It brought back all kinds of good m	24	24	nostalgic	nostalgic
Getting a lot of projects done in a day	19	20	hopeful	impressed
i hope you have a good time at the concert, and she sings all the songs you're looking forward to.	34	34	encouraging	encouraging
I just told my next door neighbor that I'm moving out. He said he'd be really sorry to see me go. I	29	27	surprised	sad
there was this one time when I went to my friends 16th party. When I was walking in her house I ran	13	13	embarrassed	embarrassed
Trying to make amends with my mother.	31	7	trusting	caring
My parents are going to a tea room for their anniversary. I wanted to go with them but when I calle	11	11	disappointed	disappointed
it was very noble from your side to act in this way	40	40	neutral	neutral
I felt really nervous after i agreed to meet my girlfriend's parents. I lost few pounds on the weeks	4	31	anxious	trusting
When my daughter makes something new, I feel really pleased with her.	26	26	proud	proud
congratulations.	39	39	Wishing	Wishing
My cousin recently sent me a video she'd taken with her phone, It was a tour of my home village. Wha	12	20	disgusted	impressed
The other day was my sons birthday party! It was so much fun watching him open all his presents.	22	22	joyful	joyful
I met a friend online once and we met up in person.	31	29	trusting	surprised
My brother is turning 16 soon	22	28	joyful	sentimental
i agree!	32	32	agreeing	agreeing
I had planned a beach trip about a month before we actually went. I had so much trouble containing m	4	25	anxious	prepared
I had just prepared an amazing mac and cheese dinner. It is so tasty and covered in pepper.	22	9	joyful	content
I have amazing friends. One of them drove me to the airport	17	17	grateful	grateful
I took my car to my mechanic, who I thought I could trust. He quoted me $1000 in parts and labor. I	1	31	angry	trusting
i cant help but laugh.	40	40	neutral	neutral
if you were a kid, that deserves a pass!	40	40	neutral	neutral
I'm going to see my parents soon!	22	14	joyful	excited
I went through some boxes and found some of my childhood dolls.	24	24	nostalgic	nostalgic
